Purchase_ID,Vendor_Name,Category,Sub_Category,Spend_Amount_INR,Purchase_Date,Region,Payment_Terms,Delivery_Time_Days,Quality_Score,Vendor_Score
PO-14506,Trevino PLC,Maintenance,System Upgrades,770840.68,2023-05-17,East,Advance,49,7,92
PO-14507,Randolph-Wilson,Hardware,Networking,1947210.85,2025-09-23,North,Net 30,50,5,85
PO-14508,Aguirre-Jones,Software,CRM Tools,75733.72,2023-01-01,North,Net 30,52,7,100
PO-14509,Hughes-Meyer,Hardware,Laptops,1490479.44,2025-07-09,North,On Delivery,44,5,85
PO-14510,Sharp-Casey,Hardware,Laptops,1223337.31,2024-03-31,International,Advance,53,9,84
PO-14511,"Thompson, Johnson and Booker",Software,Cybersecurity,1403808.67,2022-11-02,East,Net 30,30,7,76
PO-14512,Benitez Ltd,Software,SaaS Subscriptions,636929.55,2023-02-18,East,On Delivery,55,6,85
PO-14513,"Taylor, Leblanc and Marshall",Cloud,Google Cloud,1828486.36,2023-07-29,South,Net 45,23,10,76
PO-14514,"Sanchez, Schmidt and Orr",Consultancy,Audit Services,371244.55,2024-03-07,West,Net 30,38,10,74
PO-14515,Jackson-Alexander,Maintenance,System Upgrades,1789029.36,2024-03-21,South,Net 30,51,7,65
PO-14516,Frazier Group,Cloud,Private Cloud,1026286.01,2025-06-28,South,On Delivery,10,8,95
PO-14517,"Yates, Baxter and Elliott",Maintenance,Training,86507.67,2025-04-02,International,Net 45,14,5,82
PO-14518,Ali-Wilson,Cloud,Google Cloud,1726344.45,2023-09-12,North,On Delivery,48,9,85
PO-14519,Gomez-Johnson,Cloud,Private Cloud,1421061.03,2024-08-11,North,Advance,51,9,87
PO-14520,Fisher PLC,Cloud,Azure,1870940.52,2023-05-28,International,Net 45,4,8,79
PO-14521,Hudson-Petersen,Consultancy,IT Strategy,635115.04,2024-02-14,International,Net 30,23,7,95
PO-14522,Santiago PLC,Hardware,Storage Devices,1519982.4,2023-01-28,East,Net 45,44,8,76
PO-14523,Mcknight Inc,Software,Licensing,1316649.16,2025-03-07,International,On Delivery,38,10,99
PO-14524,Evans Group,Consultancy,Audit Services,1516440.15,2025-09-13,South,Net 45,42,10,94
PO-14525,Stone Inc,Hardware,Storage Devices,1271784.62,2024-02-13,South,Net 45,48,9,68
PO-14526,Gill PLC,Maintenance,Training,451087.17,2025-08-05,North,On Delivery,26,7,81
PO-14527,Rosales-Gomez,Cloud,Private Cloud,1028203.31,2025-09-15,International,Net 45,43,5,94
PO-14528,Delgado-Flores,Hardware,Servers,1474513.64,2023-05-29,West,Advance,57,7,66
PO-14529,Rasmussen-Mcbride,Maintenance,Training,571117.86,2024-10-01,East,On Delivery,50,9,64
PO-14530,"Burke, Mckinney and Johnston",Cloud,AWS,658216.66,2023-12-18,West,Advance,20,7,99
PO-14531,Baker Ltd,Maintenance,System Upgrades,1683845.24,2024-09-04,West,On Delivery,50,9,94
PO-14532,"Spencer, Barajas and Donaldson",Maintenance,Repair,1205885.07,2025-10-08,International,Net 45,45,8,90
PO-14533,"West, Taylor and Nguyen",Software,ERP Systems,1979515.8,2023-07-12,International,Net 45,5,8,84
PO-14534,Luna Ltd,Maintenance,Training,1747186.26,2025-07-06,International,Advance,4,6,98
PO-14535,Salinas and Sons,Cloud,Private Cloud,1496094.49,2023-04-13,International,On Delivery,55,5,62
PO-14536,"Mejia, Smith and Paul",Consultancy,IT Strategy,1231570.9,2025-02-16,South,Net 30,27,10,61
PO-14537,Johnson-Fox,Software,Licensing,1098824.79,2025-05-29,West,Net 45,53,6,89
PO-14538,Mitchell-Hunt,Hardware,Laptops,1392060.13,2024-05-17,South,Net 30,42,7,67
PO-14539,Gonzales-Martinez,Maintenance,Support Services,1211688.67,2025-05-19,North,Net 45,32,7,80
PO-14540,Wagner-Mccoy,Hardware,Laptops,582542.18,2024-04-20,West,Net 30,45,10,100
PO-14541,Thompson-Cooper,Hardware,Storage Devices,666982.54,2023-10-09,South,Net 45,25,7,86
PO-14542,"Gilbert, Webster and Young",Hardware,Networking,1506800.45,2024-10-22,West,Advance,26,10,97
PO-14543,Harvey Group,Consultancy,Digital Transformation,1563931.52,2025-10-15,West,Net 30,31,8,90
PO-14544,"Parks, Simon and Harmon",Cloud,AWS,120190.04,2023-03-13,North,Net 30,36,8,67
PO-14545,"Cannon, Carney and Ramsey",Consultancy,Audit Services,1957628.93,2025-09-03,West,Net 45,53,9,78
PO-14546,Gutierrez Ltd,Consultancy,IT Strategy,337460.06,2025-10-14,West,Net 45,37,5,76
PO-14547,"Wilcox, Hess and Davis",Hardware,Networking,1901396.86,2025-01-13,West,Net 30,58,10,67
PO-14548,Wilson Group,Software,Cybersecurity,254982.14,2024-03-17,South,Net 45,12,5,63
PO-14549,Bridges Group,Maintenance,Training,1715610.29,2023-10-15,International,On Delivery,27,9,81
PO-14550,"Bryant, Shannon and Myers",Software,SaaS Subscriptions,71583.63,2023-01-16,South,Advance,53,8,77
PO-14551,Contreras-Wilkins,Cloud,Azure,391248.06,2023-02-16,South,Net 45,20,8,66
PO-14552,"Harris, Brown and Ramirez",Maintenance,Training,277224.41,2023-03-31,North,Advance,24,9,69
PO-14553,Sutton-Wells,Consultancy,Process Automation,1269659.84,2025-05-19,West,Advance,49,9,83
PO-14554,Gross Ltd,Cloud,Azure,1701153.15,2023-01-10,International,Net 30,43,9,63
PO-14555,Bartlett-Hartman,Software,ERP Systems,1376055.63,2025-03-03,East,Advance,3,10,88
PO-14556,"Sanchez, Vaughn and Henry",Maintenance,Training,1230534.12,2025-06-26,South,Net 30,4,5,73
PO-14557,Cox-Daniels,Maintenance,Support Services,1464936.02,2025-02-17,East,Net 45,39,7,76
PO-14558,Hopkins PLC,Hardware,Servers,1702952.6,2025-04-22,South,On Delivery,45,6,77
PO-14559,James LLC,Consultancy,Process Automation,751271.8,2024-01-09,West,On Delivery,14,10,68
PO-14560,Holt-Glenn,Software,Cybersecurity,102318.77,2023-02-12,International,Advance,3,6,93
PO-14561,Horton Ltd,Maintenance,Training,1183666.37,2023-09-03,East,Net 30,30,8,86
PO-14562,Patterson-Ortiz,Maintenance,Training,94832.51,2023-09-26,International,Advance,49,9,99
PO-14563,Owens-Oneal,Software,CRM Tools,193129.15,2025-10-03,South,Net 45,59,6,98
PO-14564,Stuart-Mitchell,Consultancy,Process Automation,1662010.16,2025-01-26,East,On Delivery,33,9,87
PO-14565,Kerr-Brooks,Hardware,Laptops,841656.9,2024-01-28,East,Net 30,3,9,98
PO-14566,"Moses, Frank and Odom",Hardware,Storage Devices,1886838.64,2023-06-23,South,Advance,38,5,90
PO-14567,"Drake, Sutton and Taylor",Maintenance,System Upgrades,1987691.11,2024-08-16,South,On Delivery,8,7,81
PO-14568,Cooper-Solomon,Cloud,Private Cloud,860503.32,2024-08-23,International,Net 30,14,5,92
PO-14569,"Dillon, Williams and Chapman",Software,Cybersecurity,1835473.16,2023-05-27,North,Net 30,47,9,84
PO-14570,"Fitzpatrick, Blair and Kirk",Consultancy,Process Automation,1537661.37,2024-03-20,South,On Delivery,43,6,63
PO-14571,"Mccoy, David and Preston",Cloud,Google Cloud,717858.32,2023-12-04,North,Net 30,44,8,81
PO-14572,Black-Montoya,Hardware,Peripherals,129377.15,2023-10-03,West,Net 30,36,8,70
PO-14573,Allen Inc,Software,Licensing,111215.56,2025-07-19,West,Net 45,5,8,63
PO-14574,Lawson-Jackson,Consultancy,Digital Transformation,252078.44,2023-06-08,North,Advance,50,10,93
PO-14575,Ford-Castillo,Maintenance,Training,564223.28,2025-07-28,South,Net 30,35,5,75
PO-14576,"Lewis, Parrish and Gonzalez",Consultancy,Audit Services,626114.21,2024-12-31,East,Net 30,11,5,64
PO-14577,"Murphy, Freeman and Smith",Software,Cybersecurity,203313.56,2024-12-15,West,Advance,34,10,63
PO-14578,Martin and Sons,Consultancy,Process Automation,1185766.92,2023-03-13,East,Net 45,28,5,76
PO-14579,Holloway Inc,Maintenance,System Upgrades,1507859.99,2023-02-13,North,On Delivery,49,9,62
PO-14580,Holt-Hardy,Consultancy,Process Automation,1230734.94,2022-12-24,North,Advance,3,10,82
PO-14581,Brown-Garcia,Software,Cybersecurity,633924.25,2023-09-11,North,Advance,10,9,73
PO-14582,"Freeman, Rose and Jimenez",Cloud,AWS,1990576.53,2025-08-04,East,Net 30,52,5,60
PO-14583,"Lozano, Becker and Zhang",Hardware,Storage Devices,885381.42,2023-05-02,North,Net 30,30,7,84
PO-14584,"Chaney, Riley and Ward",Software,SaaS Subscriptions,1247067.41,2024-07-08,South,Net 45,37,5,92
PO-14585,"Ward, Campbell and Stuart",Consultancy,IT Strategy,1071116.6,2024-02-02,International,Net 30,21,6,79
PO-14586,"Gregory, Harris and Galvan",Hardware,Servers,413550.45,2024-07-01,South,On Delivery,17,5,60
PO-14587,Figueroa PLC,Maintenance,Training,208760.94,2022-11-11,South,On Delivery,53,5,60
PO-14588,Smith PLC,Consultancy,IT Strategy,126325.48,2023-09-06,West,Net 45,44,6,82
PO-14589,Roberts-Morales,Consultancy,IT Strategy,591491.65,2024-01-06,East,Net 30,43,7,88
PO-14590,"Brown, Holmes and Goodman",Software,Licensing,735310.2,2024-08-28,East,Net 30,55,9,63
PO-14591,Mcintosh Ltd,Software,CRM Tools,1451278.16,2023-09-08,South,Advance,28,5,64
PO-14592,Lester Group,Cloud,AWS,989560.32,2023-05-24,International,Net 45,44,5,80
PO-14593,Lee-Wilson,Maintenance,System Upgrades,632850.38,2025-10-19,North,Net 45,12,7,76
PO-14594,Zavala-Rice,Consultancy,Process Automation,1782194.32,2024-07-25,West,Advance,53,8,92
PO-14595,"Brandt, Snyder and Kemp",Hardware,Peripherals,903327.57,2024-08-11,West,On Delivery,55,5,90
PO-14596,Hoffman and Sons,Maintenance,System Upgrades,403794.53,2025-01-30,West,Net 30,56,9,87
PO-14597,Brown LLC,Cloud,Google Cloud,1266599.26,2024-08-04,West,Net 30,43,5,79
PO-14598,Cruz-Bell,Hardware,Networking,1787329.11,2023-02-08,North,Net 45,16,9,71
PO-14599,"Suarez, Gilbert and Allen",Software,Cybersecurity,593042.02,2024-11-03,East,Advance,32,10,79
PO-14600,"Matthews, Lee and Young",Cloud,Google Cloud,1604382.88,2024-10-24,South,Net 30,15,9,89
PO-14601,Horne LLC,Cloud,Google Cloud,1354951.91,2024-06-08,West,Net 45,6,10,68
PO-14602,Meyer-Gonzalez,Hardware,Peripherals,1390954.44,2024-12-28,West,Net 45,29,6,62
PO-14603,"Hoffman, Aguirre and Wilson",Software,SaaS Subscriptions,460409.28,2025-03-16,International,Net 45,10,10,75
PO-14604,"Wells, Mayer and Church",Hardware,Networking,1167264.09,2024-06-08,International,On Delivery,23,7,89
PO-14605,Tapia-Lewis,Software,SaaS Subscriptions,1793963.45,2025-04-25,East,Advance,18,9,64
PO-14606,"Le, Walters and Bradford",Cloud,AWS,1837552.94,2023-02-16,West,Net 30,53,10,86
PO-14607,Sullivan-Brown,Hardware,Servers,1898821.27,2024-10-30,West,On Delivery,43,7,86
PO-14608,Howell-Berry,Cloud,Google Cloud,1084693.78,2024-07-20,East,Net 30,26,5,88
PO-14609,Robinson-Moss,Consultancy,Audit Services,669686.89,2025-04-12,East,Advance,57,7,65
PO-14610,Dunn Ltd,Maintenance,Support Services,848111.81,2024-12-18,North,Net 30,42,6,61
PO-14611,Mercado and Sons,Hardware,Storage Devices,1082884.88,2023-10-07,West,On Delivery,7,10,100
PO-14612,"Carter, Perez and Chapman",Cloud,Google Cloud,913633.3,2025-04-26,South,On Delivery,46,6,66
PO-14613,Riggs Ltd,Software,Licensing,126058.33,2023-08-08,International,Advance,16,9,96
PO-14614,Day Ltd,Maintenance,Repair,1636097.97,2024-09-10,International,On Delivery,30,5,95
PO-14615,"Howell, Jones and Pitts",Cloud,Azure,1378603.92,2022-12-17,East,On Delivery,47,8,100
PO-14616,Martinez-Johnson,Consultancy,Digital Transformation,242043.56,2023-11-10,East,Advance,20,8,97
PO-14617,Baker and Sons,Consultancy,Audit Services,1641404.83,2024-04-30,North,Net 30,19,7,98
PO-14618,Winters Group,Consultancy,Audit Services,294482.62,2025-05-06,East,On Delivery,13,8,68
PO-14619,"Wright, Gutierrez and Torres",Consultancy,Digital Transformation,1041506.84,2025-01-28,West,Net 45,9,7,97
PO-14620,"Pugh, Garcia and Hoover",Hardware,Networking,200940.9,2025-05-12,East,On Delivery,51,8,100
PO-14621,"Brown, Jones and Pierce",Maintenance,System Upgrades,1099494.31,2023-10-26,West,Advance,56,9,95
PO-14622,Butler Ltd,Consultancy,IT Strategy,566821.71,2024-10-14,South,Net 30,35,10,83
PO-14623,Wilson and Sons,Maintenance,Support Services,593204.13,2025-07-07,East,Advance,59,9,93
PO-14624,White-Hanna,Maintenance,System Upgrades,1328233.54,2024-12-19,East,Net 30,48,6,98
PO-14625,Cobb LLC,Consultancy,IT Strategy,901915.16,2023-12-21,East,On Delivery,26,9,77
PO-14626,Wagner PLC,Software,ERP Systems,1035828.65,2023-04-18,North,On Delivery,30,9,67
PO-14627,"Wu, Johns and Lawson",Hardware,Storage Devices,1482154.45,2025-03-24,International,Advance,25,5,95
PO-14628,Williams and Sons,Hardware,Servers,174149.76,2023-03-10,South,Net 30,44,6,92
PO-14629,Anderson PLC,Software,CRM Tools,248737.52,2025-05-29,West,Net 45,36,7,98
PO-14630,"Robinson, Wright and Simpson",Software,Cybersecurity,1512990.25,2025-05-23,North,Net 30,9,10,94
PO-14631,Gillespie-Thompson,Consultancy,Digital Transformation,257068.53,2025-02-17,North,Net 45,31,9,79
PO-14632,Thomas-Alvarado,Consultancy,Process Automation,1543436.29,2023-08-06,North,Advance,10,5,60
PO-14633,Archer-Gibson,Software,SaaS Subscriptions,208939.05,2023-02-08,West,Advance,52,6,88
PO-14634,Diaz Inc,Software,SaaS Subscriptions,95485.37,2025-01-20,East,Net 45,56,7,63
PO-14635,"Henry, Nichols and Garcia",Hardware,Peripherals,286411.98,2025-08-16,International,Net 30,8,8,64
PO-14636,Medina PLC,Cloud,Google Cloud,857999.07,2023-02-07,North,Net 45,20,8,94
PO-14637,"Zavala, Gibbs and Hill",Maintenance,System Upgrades,72110.24,2023-07-29,International,Advance,33,6,65
PO-14638,"Christian, Robinson and Foster",Software,SaaS Subscriptions,1165368.31,2023-06-28,East,Net 30,53,6,65
PO-14639,"Hicks, Manning and Long",Hardware,Laptops,1305301.47,2024-09-08,South,Advance,51,8,100
PO-14640,"Anderson, Howell and Miller",Cloud,AWS,482938.71,2023-08-13,West,Net 30,15,8,69
PO-14641,Baker LLC,Hardware,Storage Devices,1819801.11,2025-02-15,East,Net 30,30,7,79
PO-14642,Gomez-Ramirez,Maintenance,Training,398244.67,2025-09-21,South,Net 30,27,5,96
PO-14643,"Navarro, Lowe and Smith",Software,ERP Systems,1938869.3,2025-05-14,East,Net 30,19,7,93
PO-14644,Rodriguez LLC,Hardware,Storage Devices,1551986.57,2024-07-27,East,Advance,3,8,82
PO-14645,Stephens-Brown,Maintenance,Support Services,1289619.18,2024-12-16,West,On Delivery,31,7,83
PO-14646,"Sherman, Chung and Thomas",Hardware,Peripherals,542636.87,2025-05-07,West,Net 30,14,6,64
PO-14647,Nielsen-Joyce,Software,Cybersecurity,495897.6,2025-03-22,South,Advance,7,6,77
PO-14648,Thompson and Sons,Software,Licensing,142634.8,2024-02-04,International,Advance,23,8,65
PO-14649,Gonzalez and Sons,Cloud,Google Cloud,644415.49,2025-05-11,East,Advance,15,8,97
PO-14650,"Burke, Wallace and Mcdaniel",Maintenance,Support Services,827997.81,2025-05-19,East,Advance,31,8,94
PO-14651,Mcpherson Ltd,Hardware,Servers,279616.19,2023-12-06,North,On Delivery,4,8,72
PO-14652,"Silva, Castillo and Smith",Cloud,Google Cloud,1858606.81,2023-11-08,East,Net 45,7,10,81
PO-14653,Craig-Murray,Hardware,Laptops,725790.35,2023-10-04,West,Net 30,29,7,89
PO-14654,Brown-Burke,Hardware,Storage Devices,1395516.9,2023-01-17,West,Advance,27,7,100
PO-14655,Williams Ltd,Software,Cybersecurity,497656.56,2024-03-16,South,Net 45,41,5,63
PO-14656,Schroeder-Hale,Consultancy,Process Automation,813988.89,2024-11-27,East,Net 30,36,5,71
PO-14657,Smith Ltd,Cloud,Google Cloud,1821433.22,2025-08-22,International,Net 30,36,6,64
PO-14658,Foster-Sanchez,Consultancy,Audit Services,830694.63,2023-03-25,International,Net 45,3,7,83
PO-14659,"Greene, Weaver and Ferguson",Hardware,Storage Devices,1803038.65,2024-07-10,East,Advance,21,9,97
PO-14660,Evans-Kim,Consultancy,Audit Services,1992375.37,2025-08-30,North,On Delivery,37,9,64
PO-14661,Mosley Group,Maintenance,Training,791099.66,2022-12-05,East,Net 45,54,10,87
PO-14662,"Hayes, Fleming and Huffman",Hardware,Peripherals,137247.44,2025-10-17,North,Net 45,31,9,60
PO-14663,Mosley-Rogers,Consultancy,IT Strategy,1727496.37,2025-06-14,International,Net 30,34,10,71
PO-14664,Hanson Group,Software,CRM Tools,1515223.34,2025-01-07,North,On Delivery,21,5,94
PO-14665,Bautista Inc,Hardware,Peripherals,444315.1,2024-06-30,International,Net 30,48,6,79
PO-14666,"Harrison, Gilbert and Bowman",Maintenance,Training,623301.88,2023-09-22,North,Net 30,53,9,83
PO-14667,Scott-Carter,Maintenance,Support Services,1248477.11,2024-05-21,International,Net 45,44,8,71
PO-14668,"Jones, Reyes and Hernandez",Maintenance,Repair,753282.16,2024-01-30,International,Net 45,43,6,70
PO-14669,Warner PLC,Hardware,Laptops,1818809.13,2025-03-29,North,Net 30,30,10,62
PO-14670,"Charles, Brown and Rosales",Consultancy,IT Strategy,1560620.88,2025-07-12,West,Net 45,19,5,86
PO-14671,"Kennedy, Roth and Johnson",Consultancy,Process Automation,164032.1,2024-09-07,East,Net 45,21,9,71
PO-14672,Pace-Spencer,Software,Cybersecurity,1343365.19,2024-04-30,South,Net 30,16,5,79
PO-14673,King-Armstrong,Software,ERP Systems,438657.13,2023-09-19,East,Net 45,48,9,64
PO-14674,Waller-Gonzalez,Software,Cybersecurity,119597.3,2024-12-30,West,Net 30,39,5,98
PO-14675,"Ramirez, Williams and Martinez",Cloud,Private Cloud,1084109.4,2023-08-29,North,Net 30,30,7,74
PO-14676,Griffin Inc,Software,SaaS Subscriptions,1346428.73,2025-06-27,International,Advance,38,5,76
PO-14677,Young PLC,Software,ERP Systems,158152.25,2025-01-11,South,On Delivery,11,10,81
PO-14678,Mejia PLC,Hardware,Laptops,831505.55,2025-07-29,North,On Delivery,27,8,75
PO-14679,"Lynch, Delgado and Martin",Hardware,Storage Devices,1917163.01,2024-02-28,East,Net 45,48,9,91
PO-14680,Ruiz-Baker,Maintenance,Training,1253234.32,2023-05-25,South,On Delivery,20,10,98
PO-14681,"Morse, Richardson and James",Software,CRM Tools,631045.45,2024-01-09,International,Advance,52,6,88
PO-14682,"Richards, Farmer and Burke",Cloud,AWS,448259.5,2025-05-26,South,On Delivery,50,9,75
PO-14683,Henry-Davis,Hardware,Networking,888541.57,2025-06-15,North,Advance,19,10,69
PO-14684,Bailey-Ford,Maintenance,Training,154715.63,2024-09-06,International,Net 30,19,7,88
PO-14685,Rodriguez LLC,Cloud,Google Cloud,477222.2,2025-09-19,International,Net 45,30,8,96
PO-14686,"Lopez, Griffith and West",Software,SaaS Subscriptions,1106127.38,2025-05-20,East,On Delivery,49,6,73
PO-14687,"Morales, Williams and Lopez",Maintenance,Support Services,200659.25,2025-04-20,International,Net 45,58,10,89
PO-14688,"Clark, Arnold and Bell",Hardware,Networking,937667.14,2023-10-04,South,Advance,36,7,99
PO-14689,Smith-Goodwin,Maintenance,Repair,1552947.7,2025-05-21,South,Advance,6,9,90
PO-14690,Thompson Ltd,Software,Licensing,578097.67,2023-10-13,East,On Delivery,11,10,95
PO-14691,Gilmore LLC,Consultancy,Process Automation,453922.67,2023-10-23,South,Net 30,58,6,94
PO-14692,Parrish PLC,Software,Cybersecurity,1393689.12,2024-12-19,North,Advance,3,7,67
PO-14693,Mckee-Herrera,Consultancy,Digital Transformation,1575886.36,2023-08-31,East,Net 30,10,5,79
PO-14694,"Arnold, Hill and Fernandez",Consultancy,Digital Transformation,765556.14,2023-10-19,South,Net 45,43,7,66
PO-14695,"Gilbert, Green and Torres",Software,SaaS Subscriptions,1177087.27,2024-02-05,East,Net 30,31,9,60
PO-14696,"Miller, Martin and Phelps",Hardware,Networking,569692.24,2025-06-09,East,On Delivery,10,5,68
PO-14697,"Cooper, Rodriguez and Baker",Consultancy,Audit Services,823420.58,2025-07-05,International,Advance,14,7,90
PO-14698,Martin-Fitzpatrick,Software,SaaS Subscriptions,1113449.0,2024-01-27,South,Net 45,9,7,90
PO-14699,"Evans, Gomez and Gonzalez",Cloud,Private Cloud,335426.89,2025-08-02,West,Net 45,10,7,79
PO-14700,Jones Group,Hardware,Networking,1323778.33,2025-04-13,West,On Delivery,20,8,60
PO-14701,Marks-Hernandez,Cloud,Private Cloud,154310.66,2023-04-09,West,On Delivery,59,6,94
PO-14702,Jones Inc,Cloud,Google Cloud,1399696.46,2025-05-24,South,On Delivery,54,5,88
PO-14703,Wolfe-Brock,Hardware,Storage Devices,1421159.14,2023-10-01,International,Net 45,43,8,97
PO-14704,Johnson Group,Hardware,Laptops,1279029.77,2025-02-14,North,On Delivery,30,9,87
PO-14705,Martin-Price,Consultancy,Audit Services,98968.72,2025-07-13,South,Net 45,38,8,73
PO-14706,"Patterson, Allen and Dawson",Software,ERP Systems,537348.23,2025-03-14,North,Advance,51,5,89
PO-14707,"Robles, Campbell and Brown",Software,ERP Systems,858122.23,2024-09-30,International,On Delivery,15,9,82
PO-14708,Wiggins Ltd,Cloud,Google Cloud,1966402.17,2024-07-08,International,On Delivery,31,9,62
PO-14709,"Dennis, Stewart and Lopez",Consultancy,IT Strategy,1146327.36,2023-06-17,South,On Delivery,6,7,71
PO-14710,Freeman-Jimenez,Hardware,Laptops,974376.11,2024-01-13,West,Net 45,41,10,78
PO-14711,Bailey-Marshall,Hardware,Laptops,148362.37,2023-07-15,West,Net 30,31,6,88
PO-14712,Allen Ltd,Hardware,Servers,876848.69,2024-12-18,South,On Delivery,34,10,78
PO-14713,"Miles, Wilson and Moore",Cloud,Azure,192682.57,2025-07-18,West,Net 30,3,8,73
PO-14714,Soto-Taylor,Hardware,Peripherals,1769816.49,2023-08-07,International,Net 45,39,6,94
PO-14715,"Campbell, Jensen and Walsh",Cloud,Azure,1330019.12,2025-03-01,International,On Delivery,22,7,93
PO-14716,"Scott, Rodriguez and Crosby",Consultancy,Digital Transformation,1195694.45,2023-08-02,North,On Delivery,7,5,97
PO-14717,Zimmerman Ltd,Maintenance,System Upgrades,1093709.58,2024-05-19,South,Net 30,30,7,73
PO-14718,Hamilton and Sons,Cloud,Azure,815555.63,2025-03-19,International,On Delivery,35,8,94
PO-14719,"Baker, Wilson and Caldwell",Hardware,Storage Devices,1257359.2,2023-12-04,South,Advance,29,6,74
PO-14720,Smith Inc,Maintenance,Support Services,535222.61,2024-11-04,South,On Delivery,37,10,84
